1	Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...
0	#microsoft #careers site is giving errors for any thing i search!! #weird
http://t.co/vJ2JpKtM http://t.co/02dYONXz
0	#DontBeMadAtMeBecause #Android is by far better than @Apple
1	I've pretty much abandoned Facebook for Twitter. #twitter'slegit
0	@apple, your new "Save a Version" function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world
1	If you didn't know - Free #Microsoft #HTML5 @Webcamps on West Coast MountainView Redmond Portland check them out  http://t.co/L86OWQRE
1	This is how charity works these days. http://t.co/839klkFH #billgates #philanthropy #microsoft
1	@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to "Will it blend?" Glad to hear it's still alive.
0	Life was much easier when @apple and @BlackBerry were just fruits!
1	what i love about #GOOGLE it always shows me that am not the only retarded person on this planet when am searching for stupid things :D
1	RT @DariuszPorowski: RT Me too! @rem8: On my way home from 1st day of #MTS11. Had great time with @alead @DariuszPorowski and others #mv ...
0	An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.
1	Haven't been on this Twitter shit in a while man. Here because looks like #AboutThatLife be haven hella fun on #Twitter
1	Ballmer Thinks You Have To Be A Computer Scientist To Use Android http://t.co/VKV2TBcj #tech #microsoft (i agree to some extent)
1	Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson.
1	Guess I'm addicted to #Twitter! Writing the answers to 15 marks University exam questions in less than 140 characters! :P
0	is mulling #google+ but hmmm, just aint shore bout nuther social media profile.
1	*singing*! everytime  I  try  to leave something keeps  pulling me  back  (me  back) telling me  I  need  #Twitter & all that. lol  (:
1	RT @ahhfuckitsguss: #twitter can be so useful on letting out your feeling when you cant in the real world .
1	wow - #Microsoft tech turns your body into a touchscreen http://t.co/5hVBC5Bm via @PSFK
1	@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!
1	Hey parents! Did you know about the free tools from #Microsoft that help keep your kids safe online? Live Family Safety http://t.co/muuWbGPn
0	We need dates! #google #samsung #launchfail
1	#google is my bff rite about now!
1	From which companies do you experience the best customer service aside from @zappos and @apple?
0	Screened by RepRisk  #Microsoft will undergo trial for its alleged anti-competitive practices @Microsoft
1	S/O to #google for getting me through high school and college....you are appreciated
0	RT @businessuplift: Why #facebook and #google have got it wrong http://t.co/PDbF7H3f
