0	@jcmwright we are a going over to #Google right now, and we are in Maryland (#MICA). Catch up with us this week sometime #edu11
1	really digging the #UI of of "#Quick #Response" from #Google android great for politely declining calls lol
0	@jackiestone1 yes! Tech peeps talk so much about algorithms, but tech should always tie back to people. @apple proves this #imediasummit
1	Guess I'm addicted to #Twitter! Writing the answers to 15 marks University exam questions in less than 140 characters! :P
1	It baffles me that Steve Ballmer can be a CEO of a company, let alone a giant like #Microsoft - The guys a moron.
1	Jus updated my computer to Windows 7 .....I'm on thanks to #microsoft
1	I'm not getting all of my @ replies #twitter if it wasn't for my emails telling me that some1 replied to me I wouldn't even know it #nobueno
1	I've seen a couple of iPhone 4S's already, but still no Windows Phone 7's ... ever! #Microsoft not so hot.
1	Mmmm Ice Cream Sandwich #Android #Google
1	Six PowerPoint Nightmares (and How to Fix Them) http://t.co/JsQ96NuQ #powerpoint #microsoft #presentations
1	#Google #Cloud Service Blackouts Threaten Cloud Users: During a 30-day period in August and September, for ... http://t.co/G0ElVRVJ #TCN
1	Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin
1	Galaxy Nexus = #Google #Android #Samsung - the dream team! :) http://t.co/R5juJSBr
1	Cream on the inside, clean on the outside. Ice Cream phone job. #Google
0	@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before
1	#RIM should really take an in debt look at #Google's strategy... They released the #NDK for #Icecreamsandwich 3 HOURS after release. #ics
1	Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #
0	Really @Apple and @ATT - Removing the 3G/EDGE switch on iOS 5? You do realize that you work on the 3G network in places often, right?
1	RT @businessuplift: Why #facebook and #google have got it wrong http://t.co/PDbF7H3f
1	I feel all alone on #twitter. #itstolate
1	@SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive, left, social side. This scares gov.
1	The Samsung Galaxy Nexus and Ice Cream Sandwich are sick! #android #icecreamsandwich #google
0	#Twitter how do you know that I think that @SofiaVergara is the funniest member of the #ModernFamily cast?!
1	#Samsung, #Google Unveil Phone http://t.co/hOB37hbO
0	@Adaddy101 @johnodame .. all this flirting over #twitter is starting to make me think you guys got a crush on each other #bromance.
1	Check out the new #Microsoft #faculty fellows here: http://t.co/GCicPEX4 poised to change the world!
1	#Google #Nexus press conference http://t.co/2WV01o5v #slick
0	Who else is on g+ ? Add for add? Let me know.  #TFB #TAF #google+
1	Gonna dump one of my gmail accounts. not only do I get tons of spam I get tons of false positives. Not cool. #Google
0	...now with Siri were talking to our iPhones... how will we ever know if people are really truly crazy? :P 
#iphone4s #Siri #apple @apple
0	Watching this week's episode of Hawaii Five-O. Great use of Windows Phone 7 & SkyDrive. Oh yeah a Dell Inspiron Duo was there too #microsoft
1	@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA
1	RT @guardiantech: How #Apple eclipsed #Microsoft http://t.co/GK6YjTFY &lt;- Microsoft's future is in the corporate world, not consumer
1	Just participated in another #Microsoft #SQLServer certification test with #TSQL typing instead of multiple choices. Really cool.
1	ICS on the Galaxy Nexus has very smooth and responsive screen and widget navigation. #Google #Android #ICS
