1	really digging the #UI of of "#Quick #Response" from #Google android great for politely declining calls lol
1	Guess I'm addicted to #Twitter! Writing the answers to 15 marks University exam questions in less than 140 characters! :P
1	#Google's #Nexus really i wanna it now #Awesome
1	Jus updated my computer to Windows 7 .....I'm on thanks to #microsoft
1	Thank god Gmail app has been redesigned under Android 4.0. Conversations automatically expanded. #Google #Android #ICS
1	I love the messages and emails on display at the ice cream sandwich event.."Peanuts are neither peas nor nuts. Discuss" #samsung #google
1	#Microsoft word works on my computer again! Yessss
1	Mmmm Ice Cream Sandwich #Android #Google
1	Galaxy Nexus = #Google #Android #Samsung - the dream team! :) http://t.co/R5juJSBr
1	Cream on the inside, clean on the outside. Ice Cream phone job. #Google
1	#RIM should really take an in debt look at #Google's strategy... They released the #NDK for #Icecreamsandwich 3 HOURS after release. #ics
1	@SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive, left, social side. This scares gov.
1	The Samsung Galaxy Nexus and Ice Cream Sandwich are sick! #android #icecreamsandwich #google
0	@Adaddy101 @johnodame .. all this flirting over #twitter is starting to make me think you guys got a crush on each other #bromance.
1	Check out the new #Microsoft #faculty fellows here: http://t.co/GCicPEX4 poised to change the world!
1	#Google #Nexus press conference http://t.co/2WV01o5v #slick
0	Ok this @Apple software update for the #iphone is taking waaaaay too long!
#annoyed
1	RT @asherCFO: #Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that do ...
1	@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA
1	Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY
1	Just participated in another #Microsoft #SQLServer certification test with #TSQL typing instead of multiple choices. Really cool.
1	ICS on the Galaxy Nexus has very smooth and responsive screen and widget navigation. #Google #Android #ICS
1	 ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones & their uber useful flashcard apps  
1	@sinanaral: Check out the new #Microsoft #faculty fellows here: http://t.co/2oeNsVG8 poised to change the world! Go @jure !
1	iphone users i reaaly feel sorry for you after i saw ice-cream sandwich #Android today, #Google #apple #Android #iPhone
1	Infinite Spiral Bookcase for #Google Books looks amazing, interested to see where it is headed: http://t.co/RXWD6sN8
1	Maybe #apple could use some of it's billions to do some good in the world?...oh wait, that's what #microsoft does.
1	Register now for your Galaxy Nexus :) http://t.co/37WkIoXC #Android #Google
1	RT @EverettColdwell: @SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive, left, socia ...
1	When you want something done right, you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered


1	@immad_immad #google, always thinking ahead
1	Hper #microsoft lager ny releasepartyguide for #mango. #greatsuccess
1	So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac
1	Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
1	RT @spacecanard Today's the Day. ICS &lt;3 #android #google #samsung
0	#iPhone4S in #Space http://t.co/glOaXhLe via @youtube

#nasa @apple
1	I &lt;3 @apple http://t.co/ondXWpEr
1	Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple
1	@Apple will be adding more carrier support to the iPhone 4S (just announced)
1	loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology
1	@apple the iPhone 4s is great #genius
1	So glad #Google adopted a design philosophy for #Android 4.0 a.k.a It shows soooo much! This is the polish I've been waiting for!
1	#google Finally!! All searches for logged in users will be on https! http://t.co/RaUeRrtF
1	On a positive note, advanced control of your data usage is a really great idea ;) #google #nexus
1	#Google has done it again ..... #IceCream Sandwich
1	#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!
0	New Galaxy Nexus: App Improvements -  Quick Response to unwanted calls, predefined SMS's #nexus #samsung #google #android bit.ly/nEJbyE
1	Take Off Make up 
 Say A Little More On #twitter 
 Go to Sleep &lt;3

like my plan?(;
1	goodbye Bump ... #Google #ICS
1	Absolutely loving the ARC mouse, courtesy of the one and only @gregulator0. #inspired #microsoft
1	http://t.co/Izh7KaiU #google #nexus #prime &lt;3 #android
1	http://t.co/QV4m1Un9 Forget the phone.. Nice UI. Liking the Scroll Feature #android #google #nexus
1	Wow #android #ics, lots of uh uh uh uh talk going on... forsure not a #microsoft #mango launch were people have public speaking skills
0	Starting to doubt #google android policy: no released android sources since 2.3.3! Curious for an opensource project to say the least...
0	@king_fizzy & @_Bigrob step your #twitter game up @elijahcrago is starting to catch up
1	Just apply for a job at @Apple, hope they call me lol
1	Maybe not the most efficient way to browse, but fun: #Google releases an Infinite Digital Bookcase http://t.co/X1qzeX7f by @MeghanKel
1	i love #google
1	Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone
1	@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!
1	#Kinect Makes Learning Playful with Help from #SesameStreet and #NationalGeographic #education #microsoft http://t.co/E5uhka8F
1	@tas82011 Thnx. Isn't #Twitter pretty damn amazing! Hope yr enjoying it. Fast like you and I!
0	I am now the proud owner of @apple tv thanks to big bro @steveeadie and family!!
1	#google + #motorola + #verizon = perfect combination! &lt;3
1	#Microsoft #Cloud Microsoft offers students free access to its technologies to improve employability: Dubbe... http://t.co/rGBHHUQP #TCN
1	Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)
1	Soon. Getting ready for the party. #google #android #icecreamsandwich http://t.co/eZjCzLt6
1	@jessecablek I want it too. Now just wondering who will be carrying it in November. Or direct purchase from #google / #samsung
1	Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness
1	RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}
1	i need a hookup, stop teasing me #google http://t.co/07YR58wL i want the new #nexus
1	Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!
0	@imightbewrong @apple @inthequeencity #teamapple
1	The more i use Office 2010 the more i fall in love it with. #honest #genius #microsoft
1	@iancollinsuk @apple I like what you did there...!
1	My Facebook messed up and I had to make a new one so... add me! Haha at least #twitter is reliable
1	#Google's like my wife - searches things for me and completes my sentences.
0	An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.
1	#Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project ! http://t.co/c97sNizT
1	#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is "A Pleasure" To Read http://t.co/DJsp2G5B #DhilipSiva
1	Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing, #Microsoft s investments paying off
0	Ha! Even #twitter is telling me we're meant to be!
1	Thoughts on Android 4.0 #ICS? Excited to play with the new features. #android #google
1	#Google #Android Icecream Sandwich OS for Nexus Prime Released! [LIVE BLOG] | http://t.co/LF03ZKUz #technology #hk
0	Phone app redesigned to be unified with google voice, etc. Has fast forward and rewind capabilities as well. #Google #Android #ICS
1	Can't wait for Ice Cream Sandwich. http://t.co/RtDzjq2U #android #google
1	Zune Music arrives in Canada! http://t.co/CJJ12v4I #microsoft #music #news
1	iPhone users find the nearest trash for your device it's the correct place ! #Android #Apple #Google #iPhone
1	Ballmer Thinks You Have To Be A Computer Scientist To Use Android http://t.co/VKV2TBcj #tech #microsoft (i agree to some extent)
0	So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple
0	Email with 2 line preview, offline search of any amount of emails you want. #Android4.0 #Google
1	Android Beam - sharing contacts, articles, files, and games, pretty cool #Google #ICS
1	I agree with @wellis68 that the "Hangouts" on #Google+ are friggin' awesome!
1	@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX
1	#Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that dosent happen!
1	you are so blessed. @apple
1	Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)
0	@tvnewschick @apple Oh no! Why not?! I want it to be love-love-love! It's a lot of dough to spend otherwise...
1	Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s
1	Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple
1	Is it just me or is #iOS5 faster for the iPad? @apple
1	Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone
1	Cant build a website. Get a #Google website #Free ! http://t.co/7qUy4uOU
1	#Google / #Samsung #Galaxy #Nexus #ICS press release is now done, I'll go back to my regular tweeting intervals now :) I WANT IT!
1	Nexus Prime looks NICE. #google #android
1	The new Google Nexus page is live! - http://t.co/zrqoeWxI #nexus #google #android #icecreamsandwich
1	It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!
0	New Galaxy Nexus: App Improvements -  New visual voicemail within the phone app #nexus #samsung #google #android bit.ly/nEJbyE
0	RT @SamsungMobileCA #GALAXYNexus has arrived! #Samsung #Google
1	In terms of unified communications giants, really surprised to see how underrated #Microsoft is
0	RT @dalmaer: WebGL infinite bookcase UI http://t.co/bvu1qtkT #google
1	When I say I'm going to bed that really means I'm gonna sit on twitter for 30 min then go to bed! #Twitter&lt;3
1	With the new #Google #Android 4.0 Ice-Cream Sandwich, you can take Panorama picture right Out-of-the-Box... SWEET!
1	I love #twitter #twitterswag
1	I've pretty much abandoned Facebook for Twitter. #twitter'slegit
1	RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
0	Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple
0	#Android #Google Ice Cream Sandwich Feature Closer Look - Redesigned Lock Screen And Virtual Button Bar http://t.co/FqsPN4An #DhilipSiva
1	Video: #Google wallet, see the wow effect http://t.co/mcW78VtG
1	RT @Mr_Lister: Loves the new presentations tool for Google Docs - particularly themes and adding video via URL #google #sd33 #edchat #ed ...
